tracking_id	locus	3_Leukemic_FPKM	5_Leukemic_FPKM	6_Leukemic_FPKM	7_Leukemic_FPKM	9_pre-leukemic_FPKM	8_pre-leukemic_FPKM	10_pre-leukemic_FPKM	11_pre-leukemic_FPKM
Mmp15	chr8:95352336-95374293	0.128238	0.0474586	0.0607143	0.01	0.01	0.01	0.0353421	0.0179705
Mmp16	chr4:17853481-18118734	0.01	0.0442406	0.01	0.01	0.01	0.01	0.016468	0.01
Mmp17	chr5:129584213-129608211	0.47681	0.254989	0.602131	0.3851	0.312649	0.144364	0.307062	0.356689
Mmp19	chr10:128790909-128804370	0.127468	0.230751	0.221349	0.126724	0.111466	0.0441108	0.0234606	0.095382
Mmp1a	chr9:7464140-7476869	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mmp1b	chr9:7367669-7388026	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mmp2	chr8:92827327-92853420	0.0229877	0.113515	0.01	0.0685797	0.0482617	0.01	0.0254082	0.0258142
Mmp20	chr9:7628230-7699416	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mmp21	chr7:133674269-133680061	0.078561	0.0388617	0.0372482	0.01	0.01	0.01	0.01	0.01
Mmp23	chr4:155650654-155653384	0.105313	0.15651	0.39979	0.01	0.01	0.01	0.01	0.01
Mmp24	chr2:155775343-155819203	0.0318648	0.0157233	0.0301726	0.0474886	0.0167034	0.0495893	0.017563	0.0357218
Mmp25	chr17:23629457-23645269	0.617725	0.467606	0.897136	0.153526	0.216054	0.49167	0.0454766	0.0231092
Mmp27	chr9:7571457-7581393	0.01	0.132714	0.0847818	0.01	0.01	0.0465534	0.01	0.01
Mmp28	chr11:83441875-83462961	0.01	0.0934702	0.0298599	0.01	0.01	0.01	0.01	0.01
Mmp3	chr9:7445821-7455974	0.0813891	0.0402668	0.01	0.0608403	0.01	0.01	0.01	0.01
Mmp7	chr9:7628230-7699416	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mmp8	chr9:7558428-7568486	2.83786	2.28939	4.967	0.0432281	1.73454	2.25741	0.384952	0.749004
Mmp9	chr2:164948218-164955849	3.55809	2.4075	5.51329	0.884461	1.70581	2.91922	0.388268	0.764398
Mmrn1	chr6:60944316-60989378	100.978	96.7054	78.1166	74.4442	119.604	152.715	143.079	138.406
Mmrn2	chr14:34375503-34404286	0.140051	0.293752	0.0828917	0.01	0.01	0.01	0.01	0.01
Mms19	chr19:41933471-41981136	16.9807	14.6868	15.5378	15.0367	16.2412	18.0174	16.9095	17.1151
Mms22l	chr4:24496461-24602948	20.3616	15.4632	15.2726	13.4121	11.6688	16.8604	16.9149	13.5425
Mn1	chr5:111418165-111457025	0.01	0.0326661	0.0104499	0.01	0.0231267	0.0114453	0.01	0.01
Mnat1	chr12:73123716-73273988	17.3809	18.4062	15.0487	38.4089	15.3775	17.7699	18.5914	18.3336
Mnd1	chr3:84087933-84155786	23.1588	17.2406	12.84	21.6132	20.2562	27.514	19.7959	28.0041
Mnd1-ps	chr14:9550093-11162035	0.278982	0.35076	0.192233	0.378429	0.239711	0.474264	0.280577	0.569937
Mnda	chr1:173896340-173913046	0.904705	1.25689	1.48208	1.41415	1.60254	1.54159	1.3273	1.48433
Mndal	chr1:173857219-173880187	39.5491	64.5883	67.8404	104.594	72.4199	61.9598	57.7446	61.6407
Mns1	chr9:72438528-72491959	24.9189	28.7459	19.0204	30.4696	8.61897	15.1441	14.2466	8.31643
Mnt	chr11:74830923-74845725	8.23065	10.8143	11.6755	10.1761	15.7075	10.8736	12.0927	11.9151
Mnx1	chr5:29473822-29478470	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Moap1	chr12:102739829-102757810	0.560934	1.01969	0.305864	2.52246	0.962903	1.09787	0.836151	0.312
Mob1a	chr6:83326038-83340949	73.2456	78.8189	78.9151	73.165	86.0935	80.1166	86.146	85.5531
Mob1b	chr5:88720870-88758455	6.94745	7.09952	6.01866	7.60748	7.31469	7.39674	6.14571	6.91122
Mob2	chr7:142008552-142061034	27.32	32.242	27.1541	25.2543	20.9112	25.7367	27.4068	28.0273
Mob3a	chr10:80685252-80701820	15.2032	31.8074	43.3426	19.6238	34.7694	34.7816	35.7511	36.0343
Mob3b	chr4:34949073-35157484	2.1551	1.21788	0.8394	1.10339	0.870073	0.849547	0.926352	0.816974
Mob3c	chr4:115828091-115836183	3.50567	4.49678	4.47442	3.12357	5.16347	4.93111	4.84598	5.44211
Mob4	chr1:55131244-55154899	19.9144	27.064	22.3062	30.1206	29.762	27.4537	30.9641	33.2944
Mobp	chr9:120149741-120176091	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mocos	chr18:24653690-24701556	0.364903	0.552668	0.29961	0.01	0.153256	0.176882	0.0269019	0.0273269
Mocs1	chr17:49428363-49455430	13.2328	17.5125	15.3653	11.4701	10.2876	10.6613	12.4325	10.7101
Mocs2	chr13:114818236-114829420	14.7943	15.5742	13.4383	16.8244	11.9826	13.0316	13.6006	16.592
Mocs3	chr2:168230621-168232303	6.32313	9.21437	8.91326	8.40646	9.62387	10.1995	10.3714	10.6556
Mog	chr17:37010739-37023398	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mogat1	chr1:78511059-78538173	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mogat2	chr7:99219083-99238611	0.0414143	0.0819643	0.0785536	0.01	0.01	0.01	0.0460966	0.01
Mogs	chr6:83115505-83118898	70.7172	54.0759	56.6282	55.3366	52.0982	54.7043	45.5807	41.4705
Mok	chr12:110807797-110840939	0.087179	0.0431447	0.0826906	0.01	0.0459276	0.136203	0.048558	0.0491947
Mon1a	chr9:107888128-107903139	9.59661	12.2443	11.5755	12.1263	10.0584	10.2687	11.8368	10.0318
Mon1b	chr8:113635585-113655533	10.2174	10.8194	10.411	10.6912	10.6984	11.2197	12.9178	11.5676
Mon2	chr10:122992060-123076505	10.7936	10.6692	11.4365	9.73567	13.6087	11.3869	14.087	14.4252
Morc1	chr16:48431236-48630905	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Morc2a	chr11:3649493-3690372	30.7267	24.3451	38.7944	26.0584	31.6545	27.1874	24.9728	26.9569
Morc2b	chr17:33135589-33139683	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Morc3	chr16:93832120-93876073	22.0675	21.7466	26.0464	22.2366	25.4978	25.1981	26.5228	25.9207
Morc4	chrX:139821634-139871654	0.0167292	0.0613259	0.0316811	0.01	0.01	0.0173584	0.01	0.01
Morf4l1	chr9:90091668-90114820	80.2015	71.8288	54.6772	91.8711	47.4045	49.3426	55.4188	53.3559
Morf4l1-ps1	chr16:24392555-24992578	1.08171	1.00213	0.724356	1.15951	0.801742	0.725087	0.769914	0.827597
Morf4l2	chrX:136732947-136803361	92.9526	79.0461	81.6474	101.405	73.5835	73.3161	71.0435	64.1699
Morn1	chr4:155086576-155145507	1.02435	0.352696	0.675944	0.266471	0.422406	0.371154	0.248158	0.452481
Morn2	chr17:80238303-80297476	21.0379	13.0292	11.4734	11.7077	11.8237	14.9683	12.0976	14.2354
Morn3	chr5:123037126-123046820	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.101364
Morn4	chr19:42074938-42086370	0.01	0.159477	0.0764241	0.01	0.01	0.0419495	0.01	0.0454394
Morn5	chr2:36049472-36079709	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mos	chr4:3870657-3872105	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mospd1	chrX:53344593-53370559	14.4519	14.6335	11.5813	12.4346	13.8197	12.1084	14.5063	15.8691
Mospd2	chrX:164936170-164980375	5.76808	6.23853	4.91262	6.67864	6.3381	6.6322	6.47143	6.14092
Mospd3	chr5:137596646-137601059	30.0976	43.5028	58.4734	32.1882	36.8129	35.6199	40.8071	38.9749
Mospd4	chr18:46464933-46465816	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mov10	chr3:104794833-104818563	13.7031	10.5253	9.26141	11.6042	13.9971	13.9077	12.5721	13.9792
Mov10l1	chr15:88982993-89055152	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Moxd1	chr10:24223516-24302783	0.113271	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Moxd2	chr6:40529090-40910666	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mpc1	chr17:8283812-8327442	23.0988	20.5279	15.1997	21.1578	10.6738	11.6805	11.8096	10.3208
Mpc2	chr1:165461207-165481214	45.0488	51.4287	36.4019	45.2851	34.6189	34.2512	36.7901	35.6322
Mpdu1	chr11:69655036-69662649	54.411	45.9023	42.5565	58.9655	40.652	47.6206	47.6758	51.5778
Mpdz	chr4:81278498-81442815	0.01	0.01	0.0342877	0.01	0.0189624	0.01	0.01	0.01
Mpeg1	chr19:12460778-12465285	7.1933	22.0297	15.1045	7.4923	3.18224	3.21478	1.65554	1.82542
Mpg	chr11:32226504-32267707	8.34231	10.9662	11.1489	8.63131	7.14536	7.01999	6.98949	7.22516
Mphosph10	chr7:64376540-64392236	29.9302	33.4214	34.1735	49.905	35.1716	28.5176	27.9635	27.0902
Mphosph6	chr8:117791644-117801929	30.0113	22.9579	25.4258	37.7868	25.8627	23.2342	22.7363	20.7759
Mphosph8	chr14:56668247-56701000	23.2289	22.331	25.4855	33.5149	24.3377	24.5975	28.7419	23.2243
Mphosph9	chr5:124250958-124327972	8.66971	6.35046	7.12396	6.46585	7.71762	7.17546	7.46575	7.6634
Mpi	chr9:57544267-57552752	12.9612	11.8749	11.8564	15.3168	10.173	11.7986	10.0071	10.6125
Mpl	chr4:118442414-118457513	0.182684	0.398987	1.37358	0.01	0.01	0.0813401	0.01	0.01
Mplkip	chr13:17695412-17699105	9.37334	11.1128	9.73191	14.579	10.7607	10.4799	14.7278	10.7423
Mpnd	chr17:56009200-56036637	75.7954	63.7253	58.2167	69.9048	51.4962	50.9514	59.2978	56.241
Mpo	chr11:87793783-87804412	8.65053	11.1039	16.6315	0.01	2.39635	7.22665	0.893208	1.46978
Mpp1	chrX:75095853-75131016	64.7746	116.589	90.6615	92.7048	92.3853	93.4526	103.031	110.821
Mpp2	chr11:102057016-102088515	1.41282	5.34524	2.72351	0.01	0.0352722	0.959867	0.0370939	0.094296
Mpp3	chr11:101999652-102026955	0.147993	0.170551	0.01	0.01	0.01	0.01	0.01	0.01
Mpp4	chr1:59120934-59237231	0.01	0.01	0.01	0.01	0.01	0.0533239	0.01	0.01
Mpp5	chr12:78748946-78840713	11.0563	11.1013	8.497	17.4235	12.4094	12.0906	12.0628	11.9562
Mpp6	chr6:50110240-50198598	26.3641	24.3067	19.1019	28.9179	11.4168	13.2815	14.1016	10.225
Mpp7	chr18:7347961-7626863	0.17811	1.46055	0.0780711	0.204096	1.53803	1.96541	2.24821	1.77057
Mppe1	chr18:67088297-67245830	8.43835	15.3358	12.0003	16.1644	18.5546	15.6083	15.9025	19.4183
Mpped1	chr15:83780022-83858474	0.01	0.0211149	0.01	0.01	0.01	0.01	0.01	0.01
Mpped2	chr2:106693458-106868360	0.01	0.0296397	0.0568438	0.01	0.01	0.01	0.01	0.01
Mprip	chr11:59662494-59780860	28.676	25.785	31.7568	19.7002	31.7921	34.7935	36.5469	38.8396
Mpst	chr15:78406711-78414015	42.0514	49.1986	42.1983	32.7085	24.5675	38.0183	31.2147	32.748
Mptx1	chr1:174330517-174332877	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mptx2	chr1:173274460-173277756	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mpv17	chr5:31140662-31154251	9.0648	8.75909	7.70132	8.48068	11.0888	10.9909	10.8739	11.7802
Mpv17l	chr16:13903160-13949619	0.768646	0.884213	0.642465	0.81976	1.28141	0.960773	0.899427	1.19308
Mpv17l2	chr8:70754678-70760921	15.4043	25.016	17.7419	14.1554	17.1725	20.5344	18.8929	21.468
Mpz	chr1:171150712-171161123	0.01	0.01	0.0344547	0.0543014	0.01	0.0378127	0.01	0.0818841
Mpzl1	chr1:165592180-165634541	12.2599	5.59425	7.45489	7.22508	3.43922	3.19162	5.49882	2.12712
Mpzl2	chr9:45042343-45054043	0.0216588	0.01	0.0410316	0.290718	0.0454607	0.01	0.0239273	0.0243141
Mpzl3	chr9:45055180-45075042	0.542415	1.84743	0.957489	2.67713	1.97155	1.86525	2.3612	1.85178
Mr1	chr1:155127877-155146780	8.42112	7.28832	7.01596	9.99688	9.67966	9.86813	9.63939	11.6928
Mrap	chr16:90738323-90749776	0.01	0.0811338	0.310466	0.01	0.0866116	0.170981	0.01	0.185992
Mrap2	chr9:87144305-87184045	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mras	chr9:99385419-99436712	0.0682401	0.252572	0.177707	0.01	0.0357785	0.01	0.0188141	0.01
Mrc1	chr2:14229413-14332023	1.72566	5.92699	3.20688	1.2568	1.54027	1.3256	1.12593	1.30303
Mrc2	chr11:105292645-105351145	0.116825	0.218955	0.232243	0.01	0.0611926	0.0242266	0.01	0.01
Mre11a	chr9:14784706-14834417	36.7514	24.6584	24.6003	30.2602	19.3883	19.7618	23.7885	21.9706
Mreg	chr1:72159232-72212307	8.47959	2.02457	3.07398	7.56053	3.55803	4.64315	3.40377	2.94365
Mrfap1	chr5:36794866-36796754	114.83	114.492	101.853	130.537	99.4522	109.633	112.999	99.3479
Mrgbp	chr2:180581303-180585634	14.5099	14.7196	17.8787	18.2329	19.1513	15.0232	16.2993	16.0181
Mrgpra1	chr7:47334874-47354240	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mrgpra2a	chr7:47426328-47452139	0.01	0.01	0.177868	0.01	0.01	0.01	0.01	0.01
Mrgpra2b	chr7:47463806-47489582	0.183632	0.242802	0.581226	0.01	0.01	0.191743	0.0686494	0.0693794
Mrgpra3	chr7:47588949-47601372	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mrgpra4	chr7:47980793-47982296	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mrgpra6	chr7:47185716-47189416	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mrgpra9	chr7:47234918-47252848	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mrgprb1	chr7:48444112-48456342	0.01	0.0161923	0.015536	0.01	0.01	0.01	0.01	0.01
Mrgprb2	chr7:48550965-48558086	0.0347428	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mrgprb3	chr7:48642862-48643801	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mrgprb4	chr7:48198212-48199178	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mrgprb5	chr7:48168016-48168985	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mrgprb8	chr7:48388525-48389648	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mrgprd	chr7:145314834-145324059	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mrgpre	chr7:143778362-143784500	3.46896	6.75804	6.48355	6.2112	8.93242	7.71484	11.2192	12.7851
Mrgprf	chr7:145300908-145309557	0.01	0.0356843	0.01	0.01	0.01	0.01	0.01	0.01
Mrgprg	chr7:143763709-143766993	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mrgprh	chr17:12876033-12877842	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mrgprx1	chr7:48020970-48027597	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mrgprx2	chr7:48478618-48499270	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mri1	chr8:84250575-84257324	8.86395	11.8396	10.4633	11.2912	12.805	10.889	10.1703	9.45193
Mrln	chr10:70204663-70219711	0.01	0.257664	0.01	0.391295	0.278783	0.546622	0.01	0.30277
Mrm1	chr11:84813060-84819515	10.5447	15.036	15.0431	10.5222	10.0867	10.096	9.45828	6.99206
Mro	chr18:73859384-73879134	0.01	0.01	0.0310039	0.01	0.01	0.01	0.0362862	0.0368177
Mroh1	chr15:76380512-76477269	9.49356	9.22387	10.3331	8.15497	8.13754	8.65199	9.76837	8.75057
Mroh2a	chr1:88227019-88277579	1.26409	2.02458	2.01105	1.16137	1.93378	2.27659	1.97137	1.67559
Mroh2b	chr15:4898736-4962201	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mroh4	chr15:74606027-74636318	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mroh5	chr15:73786935-73839671	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0359381
Mroh6	chr15:75882933-75888723	0.0823892	0.162697	0.156073	0.0307148	0.01	0.0213837	0.0227455	0.0231165
Mroh7	chr4:106680416-106727930	0.0315428	0.0155641	0.0149337	0.0235039	0.0165342	0.01	0.01	0.01
Mroh8	chr2:157208547-157326318	0.240371	0.0197767	0.18972	0.14934	0.105079	0.0831761	0.066346	0.112389
Mroh9	chr1:163024301-163085670	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mrpl1	chr5:96210114-96266727	10.832	14.4549	12.2819	20.5027	10.9146	11.7871	10.9814	12.0255
Mrpl10	chr11:97041585-97049213	35.1724	32.3807	31.8212	39.0769	36.1821	37.0933	36.9849	40.2931
Mrpl11	chr19:4962305-4966995	14.5339	14.2117	11.1861	18.2693	11.0682	11.8852	11.4419	11.4038
Mrpl12	chr11:120484668-120488754	114.115	111.496	102.949	151.894	80.964	84.5111	82.0488	72.9893
Mrpl13	chr15:55534094-55557312	109.252	84.7186	86.903	124.218	70.4897	85.2002	78.1786	68.7689
Mrpl14	chr17:45686371-45698495	58.9229	54.5345	54.6029	75.7497	41.5369	44.2885	42.743	40.703
Mrpl15	chr1:4773199-4785726	19.9566	20.2989	20.9949	24.0157	17.6277	19.3579	16.5343	15.8048
Mrpl16	chr19:11770414-11774946	34.6358	36.3285	31.974	41.4562	32.3642	35.3318	31.1669	32.4147
Mrpl17	chr7:105803781-105811087	6.81455	6.24508	4.82347	7.13967	5.89469	5.67845	4.76475	4.98444
Mrpl18	chr17:12911354-12916091	171.036	146.177	121.926	198.287	80.7098	99.9913	107.256	93.667
Mrpl19	chr6:81923668-81965949	10.3569	9.30419	9.0701	11.1262	9.69686	8.89022	9.24568	8.32135
Mrpl2	chr17:46646247-46650132	94.8669	72.6557	72.3895	96.1053	46.5466	49.9504	57.0414	44.2577
Mrpl20	chr4:155803617-155808829	110.164	126.12	91.835	149.471	89.0049	96.3782	97.0605	92.8891
Mrpl21	chr19:3283046-3292837	24.3277	26.044	22.1983	31.7779	20.2671	23.7664	20.6712	21.389
Mrpl22	chr11:58171653-58179581	29.0024	31.4066	30.3326	36.1384	22.916	24.9446	25.2763	21.9522
Mrpl23	chr7:142533116-142540742	25.0151	20.9084	20.4026	24.0751	15.4555	18.916	19.4931	20.179
Mrpl24	chr3:87919543-87930195	72.5404	71.1859	67.2652	62.781	75.1024	73.3032	70.816	69.6447
Mrpl27	chr11:94653790-94660087	37.5609	37.2468	28.9856	36.9729	22.7884	28.7106	30.0441	27.4572
Mrpl28	chr17:26123502-26126613	98.1081	85.6158	79.0846	120.689	45.1198	55.8217	56.5283	44.595
Mrpl3	chr9:105053267-105077476	85.9289	72.1341	57.1044	99.4309	45.9046	49.4935	56.2191	52.4985
Mrpl30	chr1:37890552-37898333	106.549	82.5789	68.114	126.197	73.1038	68.2988	64.0929	65.3404
Mrpl32	chr13:14610300-14613037	45.3987	50.5788	40.5515	68.51	44.9404	47.1612	42.8847	48.2207
Mrpl33	chr5:31613950-31622644	116.269	122.971	108.428	153.667	93.383	112.11	111.314	108.288
Mrpl34	chr8:71464925-71465753	75.2996	78.636	75.4259	91.915	75.4108	76.6755	73.0856	71.3384
Mrpl35	chr6:71812996-71823784	9.64909	9.08222	8.07564	10.9005	8.04195	7.10352	7.94457	6.46101
Mrpl36	chr13:73331008-73332178	57.0027	65.5874	52.5684	77.6218	60.3946	59.1064	54.3638	53.2342
Mrpl37	chr4:107055873-107066866	49.9083	61.109	41.8369	52.1814	41.06	51.874	43.077	46.0969
Mrpl38	chr11:116131816-116138868	26.9311	26.3661	28.2591	25.7085	26.6719	25.7403	26.2769	24.3993
Mrpl39	chr16:84717579-84735302	25.4185	20.5792	21.1843	25.5469	21.8999	22.3919	20.3694	22.9622
Mrpl4	chr9:21002736-21008837	68.0047	51.7394	44.727	52.3462	35.647	38.0833	39.819	40.6568
Mrpl40	chr16:18872017-18876637	42.5426	43.0054	34.1016	49.7932	32.8922	38.3352	36.7959	36.2505
Mrpl41	chr2:24962421-24975098	13.294	12.8483	10.012	15.4214	11.0103	12.7815	10.6974	11.7171
Mrpl42	chr10:95480805-95501927	107.734	91.5037	73.0243	125.438	61.2711	87.0337	77.1593	71.2617
Mrpl43	chr19:45005013-45006442	44.8139	48.5815	46.0261	62.0158	55.6526	49.6875	52.3268	60.5595
Mrpl44	chr1:79776017-79781445	33.4423	26.1396	27.86	30.3643	25.9403	24.0278	26.2915	25.2801
Mrpl45	chr11:97315715-97329920	21.0541	16.9638	17.015	25.2319	15.3346	16.991	17.1059	14.9637
Mrpl46	chr7:78775340-78783089	36.5233	34.0359	30.1177	46.6602	27.8844	30.3863	31.6261	30.5546
Mrpl47	chr3:32727496-32736755	26.7777	28.8511	27.217	34.8281	25.0128	24.9771	24.5472	24.3575
Mrpl48	chr7:100549116-100641268	35.0254	27.3463	22.3716	34.0754	19.0096	21.66	24.5838	22.9816
Mrpl49	chr19:6046575-6057751	47.683	32.8864	32.4489	38.3076	34.6	37.0994	35.6232	36.1908
Mrpl50	chr4:49512596-49521083	21.7505	22.8618	21.3656	26.7092	22.3741	21.4487	20.6457	20.1719
Mrpl51	chr6:125192199-125194392	20.9133	21.5453	19.703	22.1996	17.6258	23.1405	20.7549	19.613
Mrpl52	chr14:54426908-54429750	167.435	157.35	145.743	167.776	102.347	130.233	147.039	125.852
Mrpl53	chr6:83101515-83109932	48.36	60.0023	44.0018	56.5101	33.3415	37.9651	39.2325	32.6129
Mrpl54	chr10:81264721-81266926	74.5974	80.4186	61.0613	96.8172	64.925	66.8387	67.8905	63.3844
Mrpl55	chr11:59202485-59206135	22.8565	18.8888	18.6568	23.5962	18.2093	19.2327	16.2504	18.057
Mrpl57	chr14:57826238-57828745	13.8685	17.4163	17.8945	18.1823	15.8715	13.2677	17.1125	13.8732
Mrpl9	chr3:94443335-94448708	49.4937	47.9462	43.4741	60.1568	46.5466	44.4598	50.4315	47.4546
Mrps10	chr17:47368886-47378679	24.5507	21.5142	19.457	31.7772	15.7237	16.3823	17.4932	16.8382
Mrps11	chr7:78783130-78792988	27.9414	24.171	26.8492	35.9724	25.224	26.1876	28.4075	26.9875
Mrps12	chr7:28739640-28741781	29.9271	37.1839	33.7215	46.4768	27.3678	35.8985	34.5082	34.2165
Mrps14	chr1:160195259-160201186	40.0129	30.6559	29.142	40.4844	28.2783	33.439	32.1477	31.2725
Mrps15	chr4:126046927-126055536	64.2408	55.2688	47.6976	68.3206	48.0575	54.7628	49.4809	46.5272
Mrps16	chr14:20391230-20393555	82.3983	72.7621	66.1574	79.8516	49.3328	63.2722	79.0613	65.2413
Mrps17	chr5:129715527-129718691	39.7764	37.1362	33.0178	42.8612	35.6008	36.5912	35.0982	35.526
Mrps18a	chr17:46111003-46128908	93.3274	63.1303	75.6929	91.4056	46.1859	46.2735	60.9632	48.7509
Mrps18b	chr17:35910384-35916369	29.7425	27.5063	26.6092	36.9194	19.6208	18.3392	20.1105	17.0028
Mrps18c	chr5:100798758-100804467	126.198	114.711	104.691	122.17	91.8345	123.447	116.937	114.198
Mrps2	chr2:28468065-28471177	21.5063	20.9361	19.0725	24.2177	23.2803	22.7328	20.2951	21.6025
Mrps21	chr3:95862651-95870619	140.368	161.291	122.544	187.884	132.203	138.464	141.872	137.17
Mrps22	chr9:98588729-98601679	41.4275	35.4584	25.1583	51.4957	19.7786	24.2038	24.2936	22.4434
Mrps23	chr11:88098057-88211507	81.5972	43.5434	41.772	60.5828	41.2044	44.9091	42.042	44.898
Mrps24	chr11:5703982-5707699	44.077	52.1599	45.0261	59.7292	40.8002	42.2043	41.1946	43.4384
Mrps25	chr6:92091417-92184023	6.28175	4.77643	4.81627	5.65021	4.63996	5.25196	4.10068	3.76062
Mrps26	chr2:130563756-130565394	98.9669	83.5521	85.0796	124.575	82.2823	87.693	84.9429	79.1807
Mrps27	chr13:99344785-99415561	22.4853	20.9168	19.4486	28.1769	19.1805	20.7325	20.2625	19.9605
Mrps28	chr3:8802145-8923857	69.1161	55.001	50.0558	82.5061	46.6707	50.2658	54.5346	46.4226
Mrps30	chr13:118380109-118387252	34.2999	32.2472	29.6105	38.5076	29.7968	33.1086	28.6531	28.5403
Mrps31	chr8:22411339-22429665	17.8131	16.7733	14.7771	24.1093	14.423	15.0158	15.2646	14.189
Mrps33	chr6:39801806-39810936	12.7118	12.8765	10.1241	20.278	13.2371	11.5742	14.5429	10.4711
Mrps34	chr17:24895119-24896273	70.0835	66.053	75.3855	78.204	47.9638	48.9712	44.6058	43.2977
Mrps35	chr6:147042769-147070902	43.5292	41.1525	39.168	51.7969	35.4429	36.556	39.2246	37.0197
Mrps36	chr13:100735939-100744659	17.9349	20.3926	17.1052	19.3787	15.1998	18.0019	12.7426	13.7728
Mrps5	chr2:127587425-127603986	31.436	29.6325	24.687	35.638	27.1193	28.0619	28.0774	26.6826
Mrps6	chr16:92058321-92112227	27.1468	26.6183	24.4759	29.937	30.7063	26.5599	24.3178	23.9038
Mrps7	chr11:115604150-115607624	42.511	42.141	37.5063	45.2617	33.0696	40.2075	39.5274	36.5001
Mrps9	chr1:42851232-42905683	53.2988	44.8883	38.7482	60.5782	40.2796	45.0282	45.2325	47.9346
Mrrf	chr2:36116078-36190283	9.89284	10.2512	8.77367	8.17051	8.99664	7.97146	8.39593	7.3385
Mrs2	chr13:24992294-25020317	16.1905	16.8293	16.3555	16.6844	16.5725	17.0807	17.8175	19.0873
Mrto4	chr4:139347439-139352576	41.4913	41.0304	38.4952	57.6216	41.5824	33.3385	25.9418	28.2352
Mrvi1	chr7:110868257-110982461	2.56421	0.839433	2.82495	1.55484	1.81859	1.31765	1.54834	2.07112
Ms4a1	chr19:11196816-11299884	19.3731	79.8248	51.8706	45.9311	43.494	57.6141	85.5007	95.8145
Ms4a10	chr19:10962294-10974670	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Ms4a13	chr19:11169417-11196723	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Ms4a15	chr19:10978306-10993250	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Ms4a18	chr19:10997024-11017963	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Ms4a2	chr19:11615520-11623719	0.0585591	0.057873	0.290156	0.043708	0.252149	0.159076	0.129763	0.0658599
Ms4a3	chr19:11629498-11640851	2.55822	3.01863	3.57198	0.01	0.678321	0.502189	0.18062	0.637212
Ms4a4b	chr19:11443557-11463548	1.65578	9.60873	3.37744	8.54922	5.57473	3.39385	2.61367	2.57191
Ms4a4c	chr19:11407660-11427246	0.555582	1.98796	3.52651	1.40603	0.765383	1.1127	0.380744	0.385781
Ms4a4d	chr19:11536848-11558466	0.154253	0.203743	0.146383	0.230934	0.01	0.01	0.01	0.01
Ms4a5	chr19:11196816-11299884	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Ms4a6b	chr19:11518558-11530403	1.92562	7.01756	10.0457	8.05098	7.4703	4.10257	4.77806	5.92726
Ms4a6c	chr19:11469367-11482196	4.89109	8.48834	10.3343	4.63072	0.835917	1.15532	0.811363	0.357536
